# Maze size:               2x2
# strategy               = sparse
# epsilon                = 0
# discount               = 0.5
# episodes               = 100
# transitions            = 1000
# min training length    = 239
# max training length    = 1000
# training length factor = 1.1
# training length incr.  = 10
# L1 coefficient         = 0.0001
# max tree size          = 10000
# feature complexity     = 2
# 
# Reward 0
#     ACTIVATION_STATE : 0
#     RECEIVE_STATE    : 3
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME
# 
# 
# 
# Episode	training_length	feature_n	utree_size	episode_mean_reward
# 
83 	442	146	0	0.25
81 	442	174	0	0.25
88 	442	173	0	0.25
86 	442	175	0	0.2
84 	442	173	0	0.25
87 	442	175	0	0.25
89 	442	175	0	0.25
92 	442	174	0	0.25
90 	442	173	0	0.25
97 	442	176	0	0.25
96 	442	173	0	0.25
91 	442	172	0	0.25
93 	442	170	0	0.25
94 	442	172	0	0.25
98 	442	148	0	0.25
95 	442	176	0	0.25
99 	442	174	0	0.25
2 	496	173	0	0.25
1 	496	176	0	0.25
100 	442	174	0	0.25
5 	496	172	0	0.25
4 	496	172	0	0.25
6 	496	175	0	0.25
3 	496	174	0	0.25
9 	496	173	0	0.25
8 	496	174	0	0.25
7 	496	174	0	0.25
10 	496	175	0	0.25
11 	496	175	0	0.249
14 	496	175	0	0.25
13 	496	169	0	0.25
17 	496	176	0	0.25
16 	496	145	0	0.25
15 	496	173	0	0.25
18 	496	172	0	0.25
12 	496	173	0	0.25
19 	496	176	0	0.25
23 	496	174	0	0.25
24 	496	175	0	0.25
26 	496	175	0	0.25
20 	496	175	0	0.25
21 	496	171	0	0.25
27 	496	172	0	0.25
22 	496	174	0	0.25
25 	496	176	0	0.25
28 	496	172	0	0.25
30 	496	175	0	0.25
29 	496	173	0	0.25
31 	496	174	0	0.25
32 	496	176	0	0.25
35 	496	176	0	0.25
39 	496	171	0	0.25
37 	496	175	0	0.25
36 	496	173	0	0.25
38 	496	174	0	0.25
33 	496	175	0	0.25
34 	496	173	0	0.25
41 	496	174	0	0.25
42 	496	147	0	0.25
40 	496	175	0	0.25
49 	496	174	0	0.25
45 	496	175	0	0.25
43 	496	175	0	0.25
