# Switches:
# -mode              = UTREE_VALUE
# -sample            = UNIFORM
# -nEp               = 1000
# -minTran           = 10
# -maxTran           = 12
# -e                 = 0
# -d                 = 0.5
# -minTrain          = 10
# -maxTrain          = 100
# -minTree           = 1000
# -maxTree           = 10000
# -f                 = 2
# -l1                = 0.0002
# -pruneTree         = 1
# -kWidth            = 0
# -incr              = 10
# -exp               = 0
# -printSamples      = 0
# -optTran           = 0
# -fincr             = 0
# -dl                = 0.001
# -tderr             = 0.0001
# -l1incr            = 0.0001
# -maxl1             = 0.001
# 
# Maze size: 2x2
# 
# Reward 0
#     ACTIVATION_STATE : 0
#     RECEIVE_STATE    : 3
#     TIME_DELAY       : 2
#     reward           : 1
#     activation       : EACH_TIME_NO_PUNISH
# 
# 
# 
# 
# Episode	training_length	transition_length	episode_mean_reward
# 
112	200	12	0	utree_size: 13
110	200	12	0.25	utree_size: 15
111	200	12	0.25	utree_size: 15
113	200	12	0	utree_size: 9
115	200	12	0.25	utree_size: 13
116	200	12	0.25	utree_size: 13
117	200	12	0.25	utree_size: 13
119	200	12	0.0833333	utree_size: 13
118	200	12	0.25	utree_size: 15
120	200	12	0.25	utree_size: 15
121	200	12	0.25	utree_size: 15
122	200	12	0.25	utree_size: 15
126	200	12	0.25	utree_size: 11
125	200	12	0.25	utree_size: 13
114	200	12	0.0833333	utree_size: 31
123	200	12	0.25	utree_size: 19
128	200	12	0.0833333	utree_size: 13
127	200	12	0.25	utree_size: 15
129	200	12	0.25	utree_size: 13
130	200	12	0.25	utree_size: 13
124	200	12	0.0833333	utree_size: 25
131	200	12	0.0833333	utree_size: 15
132	200	12	0.25	utree_size: 13
133	200	12	0.25	utree_size: 13
135	200	12	0.25	utree_size: 15
136	200	12	0.25	utree_size: 15
139	200	12	0.25	utree_size: 13
138	200	12	0.25	utree_size: 15
140	200	12	0.25	utree_size: 13
137	200	12	0.25	utree_size: 17
141	200	12	0.25	utree_size: 13
142	200	12	0.25	utree_size: 13
134	200	12	0.25	utree_size: 29
143	200	12	0.25	utree_size: 13
145	200	12	0.25	utree_size: 13
148	200	12	0.25	utree_size: 13
144	200	12	0.25	utree_size: 15
147	200	12	0.0833333	utree_size: 15
149	200	12	0.25	utree_size: 13
150	200	12	0.25	utree_size: 9
146	200	12	0	utree_size: 23
152	200	12	0.25	utree_size: 15
153	200	12	0.25	utree_size: 15
151	200	12	0.166667	utree_size: 19
154	200	12	0.25	utree_size: 15
156	200	12	0.25	utree_size: 15
155	200	12	0	utree_size: 17
158	200	12	0.25	utree_size: 9
157	200	12	0.25	utree_size: 19
160	200	12	0.25	utree_size: 13
159	200	12	0.25	utree_size: 15
162	200	12	0.25	utree_size: 13
161	200	12	0	utree_size: 15
163	200	12	0.25	utree_size: 13
165	200	12	0	utree_size: 13
164	200	12	0.25	utree_size: 21
168	200	12	0	utree_size: 13
167	200	12	0	utree_size: 15
169	200	12	0.25	utree_size: 13
166	200	12	0.25	utree_size: 19
171	200	12	0.25	utree_size: 17
170	200	12	0.25	utree_size: 17
176	200	12	0.25	utree_size: 11
173	200	12	0.25	utree_size: 13
174	200	12	0.25	utree_size: 13
172	200	12	0.25	utree_size: 23
177	200	12	0.25	utree_size: 15
179	200	12	0.25	utree_size: 15
180	200	12	0.25	utree_size: 13
182	200	12	0	utree_size: 17
183	200	12	0.25	utree_size: 15
184	200	12	0.25	utree_size: 17
175	200	12	0.25	utree_size: 31
186	200	12	0.25	utree_size: 13
185	200	12	0.25	utree_size: 19
187	200	12	0.25	utree_size: 13
181	200	12	0.166667	utree_size: 29
178	200	12	0.166667	utree_size: 33
189	200	12	0.25	utree_size: 13
190	200	12	0.25	utree_size: 13
191	200	12	0.25	utree_size: 13
192	200	12	0.25	utree_size: 13
193	200	12	0.25	utree_size: 13
194	200	12	0.25	utree_size: 13
196	200	12	0.25	utree_size: 17
195	200	12	0.25	utree_size: 15
197	200	12	0.25	utree_size: 15
200	200	12	0.25	utree_size: 13
199	200	12	0.25	utree_size: 15
198	200	12	0.25	utree_size: 17
188	200	12	0	utree_size: 37
